Date;Household_ID;Household_Size; Income (£) ;Region;Urban_Rural;Education_Level;Marital_Status;Children;Age_Group;Occupation;Weekly_Grocery_Expenditure;Fridge_Size;Freezer_Size;Food_Preferences;Cooking_Frequency;Leftover_Frequency;Grocery_Shopping_Frequency;Grocery_Store_Type;Organic_Food_Preference;Food_Waste_Perception;Awareness_Programs;Composting_Facility;Food_Waste_Reasons;Food_Preservation_Methods;Food_Waste_Education;Cooking_Skills;Meal_Planning_Frequency;Food_Waste_Quantification;Perishable_Food_Management;Food_Donation_Frequency;Food_Waste_Reduction_Strategies;Technology_Use;Food_Waste_Reduction_Success;Food_Type;Purchase_Quantity;Waste_Quantity
04/10/2049;9774;4;64,576.00;South;Rural;Master;Married;2;31-45;Employed;221;Medium;Small;Vegetarian;Rarely;Daily;Daily;Local;Yes;Moderate;No;Yes;Portion Control;Refrigeration;No;Moderate;Rarely;Rarely;Preservation;Occasionally;Smart Shopping;Low;Successful;Vegetables;1;2
05/10/2049;9775;3;38,613.00;West;Rural;High School;Divorced;2;46-60;Unemployed;73;Small;Medium;Vegetarian;Weekly;Weekly;Monthly;Local;Yes;Moderate;Yes;No;Portion Control;Freezing;No;Moderate;Weekly;Regularly;Preservation;Rarely;Reduced Portions;Low;Partial;Seafood;1;2
06/10/2049;9776;4;72,544.00;West;Urban;High School;Divorced;3;31-45;Employed;141;Large;Large;Non-Vegetarian;Daily;Rarely;Daily;Supermarket;No;Low;Yes;No;Portion Control;Canning;Yes;High;Rarely;Regularly;Preservation;Occasionally;Meal Planning;High;Successful;Seafood;1;4
07/10/2049;9777;3;58,405.00;East;Urban;Master;Divorced;2;46-60;Student;56;Small;Large;Vegetarian;Daily;Weekly;Weekly;Local;No;Moderate;Yes;No;Portion Control;Refrigeration;No;High;Rarely;Sometimes;Storage;Occasionally;Meal Planning;Low;Not Successful;Fruits;1;6
08/10/2049;9778;2;60,603.00;South;Urban;Master;Single;1;61;Employed;90;Large;Medium;Vegetarian;Weekly;Weekly;Daily;Local;No;Moderate;Yes;Yes;Excess Purchases;Freezing;No;Moderate;Daily;Regularly;Storage;Occasionally;Smart Shopping;Moderate;Partial;Vegetables;1;0
09/10/2049;9779;3;28,753.00;North;Urban;Master;Married;1;18-30;Unemployed;57;Medium;Large;Vegetarian;Rarely;Rarely;Weekly;Online;Yes;High;Yes;No;Excess Purchases;Refrigeration;No;Low;Weekly;Sometimes;Prompt Consumption;Rarely;Meal Planning;Moderate;Partial;Fruits;1;3
10/10/2049;9780;4;38,987.00;North;Urban;Bachelor;Divorced;3;61;Employed;230;Small;Large;Vegetarian;Weekly;Rarely;Daily;Local;Yes;Moderate;Yes;Yes;Excess Purchases;Refrigeration;Yes;Moderate;Daily;Sometimes;Preservation;Occasionally;Smart Shopping;High;Partial;Fruits;1;2
11/10/2049;9781;3;69,188.00;South;Urban;Bachelor;Single;2;46-60;Employed;240;Small;Medium;Non-Vegetarian;Weekly;Rarely;Weekly;Local;Yes;High;Yes;Yes;Portion Control;Freezing;Yes;Moderate;Daily;Regularly;Storage;Regularly;Meal Planning;Moderate;Successful;Vegetables;1;6
12/10/2049;9782;3;36,027.00;South;Urban;PhD;Single;2;61;Employed;244;Large;Small;Vegetarian;Rarely;Daily;Weekly;Supermarket;No;Moderate;No;Yes;Spoilage;Canning;No;Moderate;Weekly;Rarely;Storage;Regularly;Smart Shopping;Low;Partial;Fruits;1;4
13/10/2049;9783;3;57,567.00;West;Urban;High School;Divorced;2;61;Unemployed;173;Large;Small;Non-Vegetarian;Weekly;Weekly;Weekly;Supermarket;No;Moderate;No;No;Spoilage;Freezing;No;Low;Rarely;Regularly;Prompt Consumption;Occasionally;Smart Shopping;High;Partial;Fruits;1;1
14/10/2049;9784;2;56,762.00;West;Rural;PhD;Single;1;46-60;Unemployed;213;Medium;Medium;Non-Vegetarian;Weekly;Weekly;Weekly;Supermarket;Yes;High;Yes;No;Portion Control;Canning;No;Moderate;Daily;Rarely;Prompt Consumption;Rarely;Smart Shopping;Low;Not Successful;Vegetables;1;6
15/10/2049;9785;1;28,832.00;North;Urban;PhD;Divorced;0;61;Student;150;Medium;Medium;Vegetarian;Rarely;Rarely;Monthly;Supermarket;No;Moderate;Yes;Yes;Portion Control;Freezing;Yes;Moderate;Weekly;Sometimes;Prompt Consumption;Rarely;Reduced Portions;Moderate;Successful;Vegetables;1;0
16/10/2049;9786;2;51,243.00;South;Rural;Master;Divorced;1;46-60;Unemployed;242;Large;Small;Non-Vegetarian;Daily;Rarely;Monthly;Local;No;Low;Yes;Yes;Portion Control;Canning;No;High;Daily;Rarely;Prompt Consumption;Rarely;Reduced Portions;High;Partial;Seafood;1;3
17/10/2049;9787;5;71,588.00;North;Urban;Bachelor;Married;3;46-60;Employed;268;Medium;Small;Non-Vegetarian;Weekly;Weekly;Daily;Online;No;High;Yes;Yes;Portion Control;Freezing;No;Low;Rarely;Regularly;Preservation;Regularly;Reduced Portions;Moderate;Partial;Seafood;1;6
18/10/2049;9788;1;30,438.00;North;Rural;Bachelor;Single;0;31-45;Unemployed;152;Small;Large;Vegetarian;Rarely;Daily;Weekly;Supermarket;No;High;Yes;Yes;Spoilage;Canning;Yes;High;Rarely;Rarely;Prompt Consumption;Occasionally;Reduced Portions;High;Not Successful;Fruits;1;0
19/10/2049;9789;4;72,089.00;East;Urban;PhD;Divorced;3;46-60;Unemployed;275;Small;Small;Non-Vegetarian;Rarely;Rarely;Daily;Local;No;Low;Yes;Yes;Excess Purchases;Canning;No;High;Weekly;Regularly;Prompt Consumption;Regularly;Reduced Portions;Moderate;Partial;Seafood;1;2
20/10/2049;9790;2;29,771.00;North;Urban;Master;Married;0;61;Unemployed;117;Small;Small;Vegetarian;Rarely;Rarely;Daily;Local;No;Moderate;No;No;Excess Purchases;Refrigeration;No;Moderate;Daily;Regularly;Prompt Consumption;Rarely;Reduced Portions;Moderate;Partial;Vegetables;1;0
21/10/2049;9791;1;73,406.00;South;Urban;High School;Single;0;18-30;Employed;203;Medium;Medium;Vegetarian;Weekly;Rarely;Monthly;Supermarket;Yes;Low;No;Yes;Spoilage;Freezing;No;Moderate;Daily;Sometimes;Prompt Consumption;Occasionally;Meal Planning;Low;Partial;Vegetables;1;0
22/10/2049;9792;1;43,864.00;East;Rural;Bachelor;Divorced;0;18-30;Student;163;Small;Medium;Vegetarian;Rarely;Daily;Weekly;Local;Yes;Low;Yes;Yes;Excess Purchases;Canning;Yes;Moderate;Daily;Regularly;Prompt Consumption;Rarely;Smart Shopping;Low;Successful;Fruits;1;0
23/10/2049;9793;4;50,462.00;West;Rural;High School;Single;3;31-45;Unemployed;30;Small;Medium;Non-Vegetarian;Daily;Daily;Daily;Supermarket;No;High;No;No;Excess Purchases;Canning;No;Moderate;Weekly;Regularly;Preservation;Occasionally;Reduced Portions;Moderate;Not Successful;Seafood;1;4
24/10/2049;9794;4;39,329.00;East;Urban;High School;Single;3;61;Student;66;Large;Medium;Vegetarian;Rarely;Daily;Daily;Supermarket;Yes;Moderate;No;No;Excess Purchases;Refrigeration;No;Moderate;Rarely;Regularly;Preservation;Occasionally;Smart Shopping;Low;Not Successful;Fruits;1;6
25/10/2049;9795;4;34,542.00;South;Urban;Bachelor;Single;3;31-45;Student;154;Medium;Medium;Vegetarian;Daily;Daily;Daily;Online;No;Low;Yes;Yes;Portion Control;Canning;Yes;High;Daily;Regularly;Preservation;Rarely;Meal Planning;High;Partial;Vegetables;1;2
26/10/2049;9796;4;65,877.00;South;Rural;Master;Married;2;31-45;Student;262;Medium;Large;Non-Vegetarian;Rarely;Daily;Daily;Local;Yes;High;No;No;Portion Control;Freezing;No;Moderate;Daily;Sometimes;Prompt Consumption;Occasionally;Smart Shopping;Moderate;Partial;Seafood;1;5
27/10/2049;9797;4;45,114.00;North;Urban;Bachelor;Married;2;61;Student;42;Small;Medium;Vegetarian;Weekly;Daily;Daily;Local;No;Low;No;No;Spoilage;Canning;No;High;Weekly;Regularly;Preservation;Occasionally;Reduced Portions;Low;Partial;Fruits;1;1
28/10/2049;9798;1;46,303.00;West;Rural;High School;Divorced;0;61;Employed;278;Large;Small;Vegetarian;Rarely;Rarely;Monthly;Supermarket;No;Moderate;No;No;Portion Control;Refrigeration;No;Low;Rarely;Regularly;Storage;Regularly;Reduced Portions;Moderate;Not Successful;Vegetables;1;4
29/10/2049;9799;2;59,647.00;West;Urban;Bachelor;Married;0;61;Employed;191;Small;Medium;Vegetarian;Rarely;Daily;Monthly;Local;Yes;Moderate;No;No;Spoilage;Refrigeration;No;Moderate;Weekly;Regularly;Preservation;Regularly;Meal Planning;High;Partial;Vegetables;1;6
30/10/2049;9800;5;63,836.00;West;Urban;Master;Married;3;18-30;Student;251;Large;Small;Non-Vegetarian;Daily;Rarely;Monthly;Local;Yes;Moderate;Yes;No;Portion Control;Freezing;Yes;Moderate;Rarely;Rarely;Storage;Rarely;Meal Planning;High;Successful;Fruits;1;4
31/10/2049;9801;2;33,740.00;North;Urban;PhD;Single;1;61;Unemployed;42;Medium;Large;Non-Vegetarian;Rarely;Weekly;Monthly;Supermarket;Yes;High;Yes;No;Excess Purchases;Canning;Yes;Moderate;Daily;Sometimes;Prompt Consumption;Regularly;Meal Planning;High;Not Successful;Vegetables;1;1
01/11/2049;9802;3;64,755.00;South;Urban;PhD;Divorced;2;61;Student;31;Small;Large;Vegetarian;Weekly;Weekly;Monthly;Supermarket;Yes;Low;Yes;No;Spoilage;Freezing;No;High;Daily;Regularly;Storage;Regularly;Meal Planning;High;Not Successful;Meat;1;4
02/11/2049;9803;2;40,633.00;South;Rural;Master;Single;1;18-30;Unemployed;156;Medium;Large;Vegetarian;Weekly;Daily;Monthly;Online;No;Low;No;No;Portion Control;Canning;No;High;Daily;Rarely;Preservation;Regularly;Meal Planning;High;Partial;Fruits;1;4
03/11/2049;9804;2;37,222.00;East;Urban;Bachelor;Single;1;31-45;Employed;44;Large;Small;Vegetarian;Rarely;Weekly;Weekly;Online;No;High;No;No;Portion Control;Refrigeration;No;Moderate;Rarely;Regularly;Preservation;Regularly;Reduced Portions;Moderate;Partial;Seafood;1;2
04/11/2049;9805;4;31,485.00;East;Urban;High School;Divorced;3;31-45;Unemployed;270;Large;Large;Vegetarian;Rarely;Daily;Daily;Online;Yes;High;Yes;No;Excess Purchases;Refrigeration;No;Moderate;Rarely;Rarely;Preservation;Regularly;Smart Shopping;High;Partial;Fruits;1;2
05/11/2049;9806;2;38,920.00;East;Urban;High School;Single;1;31-45;Unemployed;204;Small;Medium;Vegetarian;Daily;Rarely;Monthly;Local;Yes;High;No;No;Spoilage;Freezing;No;High;Rarely;Regularly;Storage;Regularly;Smart Shopping;Low;Not Successful;Vegetables;1;6
06/11/2049;9807;1;51,761.00;West;Urban;High School;Single;0;46-60;Student;72;Small;Medium;Non-Vegetarian;Weekly;Rarely;Monthly;Local;Yes;High;Yes;Yes;Portion Control;Refrigeration;Yes;High;Rarely;Regularly;Preservation;Occasionally;Reduced Portions;Moderate;Successful;Meat;1;4
07/11/2049;9808;4;62,107.00;East;Urban;Master;Married;2;18-30;Employed;42;Medium;Medium;Vegetarian;Weekly;Rarely;Daily;Local;Yes;Moderate;Yes;Yes;Portion Control;Freezing;Yes;Low;Weekly;Sometimes;Prompt Consumption;Occasionally;Smart Shopping;High;Not Successful;Vegetables;1;3
08/11/2049;9809;4;37,709.00;East;Rural;PhD;Married;2;31-45;Employed;295;Medium;Medium;Non-Vegetarian;Daily;Weekly;Daily;Local;No;Low;Yes;Yes;Excess Purchases;Refrigeration;No;Moderate;Weekly;Regularly;Storage;Regularly;Meal Planning;Low;Partial;Vegetables;1;2
09/11/2049;9810;3;36,058.00;West;Rural;Bachelor;Married;1;31-45;Student;42;Large;Large;Non-Vegetarian;Daily;Daily;Monthly;Online;Yes;Low;No;Yes;Excess Purchases;Canning;No;Moderate;Daily;Rarely;Preservation;Occasionally;Smart Shopping;High;Not Successful;Fruits;1;6
10/11/2049;9811;1;65,807.00;North;Urban;Bachelor;Single;0;46-60;Student;203;Medium;Medium;Vegetarian;Rarely;Weekly;Weekly;Online;Yes;High;No;No;Portion Control;Refrigeration;No;Low;Daily;Rarely;Prompt Consumption;Rarely;Smart Shopping;High;Successful;Meat;1;4
11/11/2049;9812;4;72,196.00;West;Urban;High School;Married;2;31-45;Student;103;Large;Medium;Non-Vegetarian;Daily;Rarely;Daily;Local;Yes;High;Yes;No;Excess Purchases;Canning;Yes;Low;Rarely;Rarely;Preservation;Regularly;Smart Shopping;Moderate;Not Successful;Vegetables;1;6
12/11/2049;9813;1;35,460.00;South;Urban;Bachelor;Single;0;46-60;Student;64;Medium;Medium;Non-Vegetarian;Daily;Weekly;Monthly;Local;No;Moderate;Yes;No;Excess Purchases;Canning;Yes;Moderate;Rarely;Sometimes;Storage;Regularly;Smart Shopping;High;Not Successful;Fruits;1;4
13/11/2049;9814;2;63,756.00;East;Urban;Bachelor;Married;0;46-60;Student;226;Medium;Large;Vegetarian;Daily;Daily;Daily;Local;No;Low;No;No;Excess Purchases;Freezing;No;Low;Weekly;Sometimes;Preservation;Rarely;Reduced Portions;High;Successful;Meat;1;4
14/11/2049;9815;1;61,704.00;West;Urban;Master;Single;0;61;Employed;49;Small;Medium;Vegetarian;Weekly;Daily;Daily;Supermarket;Yes;Low;Yes;Yes;Spoilage;Refrigeration;Yes;Moderate;Rarely;Regularly;Preservation;Rarely;Smart Shopping;Low;Successful;Vegetables;1;0
15/11/2049;9816;4;60,156.00;East;Urban;PhD;Single;3;31-45;Unemployed;221;Large;Large;Vegetarian;Weekly;Rarely;Daily;Local;Yes;Low;No;No;Portion Control;Refrigeration;No;Moderate;Rarely;Rarely;Storage;Rarely;Reduced Portions;High;Successful;Seafood;1;1
16/11/2049;9817;5;64,624.00;North;Rural;PhD;Married;3;31-45;Employed;80;Large;Small;Non-Vegetarian;Daily;Daily;Monthly;Local;Yes;Low;No;No;Spoilage;Refrigeration;No;Moderate;Rarely;Rarely;Prompt Consumption;Occasionally;Meal Planning;High;Partial;Seafood;1;4
17/11/2049;9818;2;66,898.00;East;Rural;PhD;Single;1;18-30;Unemployed;102;Medium;Large;Vegetarian;Weekly;Weekly;Daily;Local;No;Low;No;Yes;Excess Purchases;Canning;No;Low;Daily;Regularly;Preservation;Occasionally;Smart Shopping;Low;Not Successful;Fruits;1;4
18/11/2049;9819;3;56,931.00;North;Urban;High School;Married;1;46-60;Employed;120;Medium;Small;Non-Vegetarian;Daily;Weekly;Daily;Local;Yes;Moderate;Yes;No;Spoilage;Freezing;Yes;High;Daily;Regularly;Prompt Consumption;Occasionally;Meal Planning;Low;Not Successful;Vegetables;1;3
19/11/2049;9820;1;51,548.00;East;Rural;Master;Divorced;0;61;Student;258;Large;Medium;Non-Vegetarian;Daily;Rarely;Monthly;Supermarket;No;High;Yes;No;Spoilage;Refrigeration;No;Low;Daily;Regularly;Prompt Consumption;Regularly;Reduced Portions;Low;Not Successful;Fruits;1;2
20/11/2049;9821;5;41,042.00;East;Rural;High School;Married;3;18-30;Employed;173;Large;Medium;Non-Vegetarian;Daily;Daily;Weekly;Local;No;High;No;Yes;Spoilage;Canning;No;High;Daily;Sometimes;Storage;Rarely;Meal Planning;High;Successful;Vegetables;1;5
21/11/2049;9822;3;51,976.00;East;Urban;Bachelor;Single;2;18-30;Student;181;Small;Large;Non-Vegetarian;Daily;Weekly;Monthly;Supermarket;Yes;High;No;No;Spoilage;Freezing;No;Low;Weekly;Rarely;Storage;Regularly;Smart Shopping;Moderate;Partial;Meat;1;2
22/11/2049;9823;4;36,301.00;East;Rural;Bachelor;Married;2;61;Student;89;Medium;Medium;Vegetarian;Rarely;Daily;Daily;Supermarket;No;High;Yes;No;Excess Purchases;Freezing;No;Moderate;Rarely;Rarely;Prompt Consumption;Occasionally;Smart Shopping;High;Not Successful;Fruits;1;2
23/11/2049;9824;5;34,822.00;South;Rural;PhD;Married;3;31-45;Employed;256;Small;Small;Vegetarian;Daily;Daily;Daily;Online;No;High;No;No;Excess Purchases;Freezing;No;Low;Weekly;Sometimes;Preservation;Rarely;Reduced Portions;Moderate;Partial;Meat;1;6
24/11/2049;9825;3;38,859.00;West;Rural;PhD;Divorced;2;46-60;Unemployed;44;Medium;Medium;Vegetarian;Daily;Weekly;Daily;Supermarket;Yes;High;No;Yes;Spoilage;Freezing;No;High;Daily;Sometimes;Preservation;Occasionally;Meal Planning;Moderate;Not Successful;Vegetables;1;3
25/11/2049;9826;2;47,585.00;East;Rural;Master;Single;1;46-60;Unemployed;179;Medium;Medium;Non-Vegetarian;Daily;Daily;Weekly;Supermarket;Yes;High;Yes;Yes;Portion Control;Canning;No;Low;Weekly;Regularly;Storage;Occasionally;Smart Shopping;High;Not Successful;Meat;1;3
26/11/2049;9827;4;50,296.00;East;Rural;Master;Married;2;46-60;Employed;31;Medium;Small;Vegetarian;Daily;Daily;Daily;Local;Yes;High;Yes;No;Excess Purchases;Canning;No;Moderate;Rarely;Rarely;Preservation;Regularly;Meal Planning;High;Partial;Seafood;1;0
27/11/2049;9828;2;46,443.00;West;Rural;Bachelor;Single;1;46-60;Unemployed;162;Large;Large;Non-Vegetarian;Daily;Weekly;Daily;Local;Yes;High;Yes;No;Excess Purchases;Canning;No;Low;Rarely;Rarely;Storage;Rarely;Smart Shopping;Moderate;Partial;Seafood;1;2
28/11/2049;9829;1;57,939.00;North;Rural;PhD;Divorced;0;46-60;Unemployed;216;Large;Small;Non-Vegetarian;Daily;Rarely;Monthly;Supermarket;Yes;Moderate;No;Yes;Portion Control;Freezing;No;Low;Daily;Regularly;Storage;Occasionally;Reduced Portions;High;Not Successful;Meat;1;2
29/11/2049;9830;5;45,732.00;West;Rural;Master;Married;3;31-45;Student;48;Small;Large;Non-Vegetarian;Daily;Rarely;Daily;Online;Yes;Moderate;No;No;Spoilage;Freezing;No;Moderate;Weekly;Rarely;Storage;Rarely;Reduced Portions;Moderate;Partial;Meat;1;2
30/11/2049;9831;3;66,132.00;South;Rural;High School;Single;2;31-45;Student;62;Small;Small;Non-Vegetarian;Daily;Daily;Weekly;Supermarket;No;Moderate;No;No;Portion Control;Freezing;No;High;Daily;Sometimes;Prompt Consumption;Occasionally;Smart Shopping;Low;Not Successful;Seafood;1;0
01/12/2049;9832;4;38,004.00;South;Urban;Bachelor;Married;2;46-60;Employed;101;Large;Large;Vegetarian;Daily;Weekly;Daily;Supermarket;Yes;High;No;Yes;Portion Control;Freezing;No;Moderate;Daily;Regularly;Prompt Consumption;Occasionally;Reduced Portions;Low;Partial;Seafood;1;0
02/12/2049;9833;4;44,849.00;North;Rural;Bachelor;Divorced;3;31-45;Student;187;Large;Medium;Vegetarian;Rarely;Weekly;Daily;Local;No;Low;Yes;Yes;Excess Purchases;Freezing;No;Moderate;Daily;Rarely;Preservation;Rarely;Meal Planning;Moderate;Partial;Fruits;1;6
03/12/2049;9834;2;44,014.00;East;Rural;PhD;Divorced;1;18-30;Employed;203;Large;Small;Vegetarian;Rarely;Daily;Monthly;Online;Yes;High;Yes;No;Excess Purchases;Canning;No;Moderate;Daily;Regularly;Preservation;Occasionally;Meal Planning;Low;Partial;Seafood;1;1
04/12/2049;9835;3;29,780.00;North;Urban;PhD;Married;1;61;Employed;57;Medium;Medium;Vegetarian;Rarely;Daily;Monthly;Supermarket;Yes;Low;No;Yes;Spoilage;Canning;No;Low;Daily;Rarely;Storage;Rarely;Meal Planning;Low;Partial;Vegetables;1;3
05/12/2049;9836;5;72,298.00;East;Urban;PhD;Married;3;18-30;Unemployed;213;Small;Large;Non-Vegetarian;Weekly;Weekly;Monthly;Supermarket;Yes;High;Yes;Yes;Spoilage;Canning;No;High;Daily;Sometimes;Prompt Consumption;Regularly;Reduced Portions;Low;Partial;Seafood;1;3
06/12/2049;9837;3;37,431.00;West;Rural;Master;Divorced;2;31-45;Unemployed;296;Medium;Small;Vegetarian;Rarely;Rarely;Weekly;Online;No;Low;No;No;Portion Control;Canning;No;Moderate;Rarely;Sometimes;Preservation;Rarely;Smart Shopping;Moderate;Not Successful;Fruits;1;1
07/12/2049;9838;5;73,366.00;West;Rural;Master;Married;3;18-30;Employed;140;Small;Medium;Vegetarian;Daily;Daily;Weekly;Supermarket;Yes;Low;No;Yes;Portion Control;Freezing;No;Low;Daily;Rarely;Preservation;Occasionally;Smart Shopping;Low;Successful;Seafood;1;5
08/12/2049;9839;4;54,324.00;South;Rural;PhD;Divorced;3;61;Student;237;Large;Medium;Vegetarian;Daily;Daily;Daily;Local;Yes;High;No;No;Portion Control;Canning;No;Low;Rarely;Regularly;Prompt Consumption;Regularly;Reduced Portions;Low;Partial;Meat;1;4
09/12/2049;9840;2;63,014.00;South;Rural;High School;Divorced;1;31-45;Employed;101;Small;Small;Vegetarian;Daily;Weekly;Monthly;Supermarket;No;High;Yes;No;Portion Control;Canning;No;Moderate;Rarely;Rarely;Preservation;Regularly;Smart Shopping;Low;Not Successful;Vegetables;1;3
10/12/2049;9841;4;72,519.00;North;Rural;Master;Divorced;3;31-45;Employed;154;Small;Large;Non-Vegetarian;Daily;Rarely;Daily;Local;Yes;Low;Yes;Yes;Excess Purchases;Freezing;No;Moderate;Weekly;Rarely;Storage;Rarely;Smart Shopping;High;Partial;Seafood;1;3
11/12/2049;9842;3;28,460.00;West;Urban;PhD;Single;2;31-45;Unemployed;40;Medium;Medium;Vegetarian;Weekly;Weekly;Daily;Supermarket;Yes;High;Yes;Yes;Excess Purchases;Canning;Yes;Low;Rarely;Regularly;Preservation;Regularly;Reduced Portions;Moderate;Successful;Vegetables;1;6
12/12/2049;9843;4;45,983.00;North;Rural;High School;Single;3;61;Student;250;Small;Small;Vegetarian;Daily;Rarely;Daily;Local;No;High;No;No;Portion Control;Freezing;No;Low;Weekly;Rarely;Preservation;Regularly;Meal Planning;High;Partial;Seafood;1;1
13/12/2049;9844;4;30,843.00;West;Urban;Bachelor;Married;2;61;Employed;28;Medium;Medium;Vegetarian;Daily;Daily;Daily;Supermarket;Yes;Low;Yes;No;Spoilage;Refrigeration;No;High;Weekly;Rarely;Prompt Consumption;Regularly;Meal Planning;High;Partial;Fruits;1;6
14/12/2049;9845;3;30,024.00;West;Rural;Master;Single;2;61;Employed;102;Large;Small;Non-Vegetarian;Rarely;Daily;Weekly;Local;Yes;Low;Yes;Yes;Spoilage;Canning;No;Moderate;Daily;Regularly;Prompt Consumption;Regularly;Smart Shopping;Moderate;Partial;Seafood;1;1
15/12/2049;9846;1;31,413.00;West;Rural;Master;Single;0;46-60;Unemployed;152;Medium;Large;Non-Vegetarian;Daily;Daily;Monthly;Local;Yes;Moderate;No;No;Spoilage;Canning;No;High;Weekly;Rarely;Storage;Rarely;Smart Shopping;Low;Successful;Seafood;1;6
16/12/2049;9847;5;44,990.00;West;Urban;PhD;Married;3;61;Unemployed;278;Small;Small;Non-Vegetarian;Daily;Weekly;Monthly;Supermarket;Yes;Moderate;Yes;Yes;Excess Purchases;Freezing;Yes;High;Daily;Sometimes;Preservation;Regularly;Reduced Portions;Moderate;Successful;Seafood;1;2
17/12/2049;9848;5;64,475.00;North;Urban;Bachelor;Married;3;61;Unemployed;273;Medium;Large;Vegetarian;Weekly;Rarely;Weekly;Supermarket;No;Low;Yes;No;Excess Purchases;Freezing;No;Moderate;Weekly;Rarely;Prompt Consumption;Occasionally;Reduced Portions;Low;Not Successful;Fruits;1;2
18/12/2049;9849;3;28,700.00;West;Rural;PhD;Divorced;2;18-30;Employed;22;Medium;Large;Non-Vegetarian;Rarely;Rarely;Monthly;Supermarket;No;High;No;No;Excess Purchases;Refrigeration;No;Moderate;Rarely;Regularly;Preservation;Rarely;Smart Shopping;Low;Successful;Meat;1;4
19/12/2049;9850;3;50,258.00;North;Urban;PhD;Single;2;18-30;Unemployed;186;Small;Large;Vegetarian;Rarely;Weekly;Weekly;Online;Yes;Low;Yes;Yes;Spoilage;Refrigeration;Yes;Moderate;Rarely;Regularly;Prompt Consumption;Occasionally;Meal Planning;Moderate;Partial;Vegetables;1;1
20/12/2049;9851;3;64,762.00;West;Urban;Master;Married;1;61;Unemployed;67;Small;Medium;Vegetarian;Weekly;Daily;Weekly;Supermarket;No;Low;Yes;No;Spoilage;Canning;Yes;Low;Weekly;Regularly;Prompt Consumption;Occasionally;Meal Planning;High;Successful;Fruits;1;4
21/12/2049;9852;1;29,849.00;South;Urban;PhD;Single;0;31-45;Unemployed;260;Large;Small;Vegetarian;Rarely;Rarely;Weekly;Local;Yes;Moderate;Yes;No;Portion Control;Freezing;Yes;High;Rarely;Regularly;Storage;Rarely;Smart Shopping;Low;Not Successful;Fruits;1;6
22/12/2049;9853;4;44,818.00;West;Urban;PhD;Single;3;18-30;Employed;263;Medium;Large;Non-Vegetarian;Weekly;Daily;Daily;Online;Yes;Moderate;Yes;No;Excess Purchases;Canning;Yes;High;Weekly;Regularly;Storage;Regularly;Reduced Portions;Moderate;Not Successful;Vegetables;1;4
23/12/2049;9854;2;54,221.00;North;Urban;High School;Married;0;46-60;Unemployed;56;Medium;Medium;Vegetarian;Rarely;Weekly;Weekly;Supermarket;No;High;Yes;No;Excess Purchases;Freezing;No;High;Rarely;Sometimes;Storage;Rarely;Meal Planning;High;Partial;Seafood;1;4
